id;name;age;address;city
23554;Zakariye Farzad Tirronen;26;Tiilakatu 14T 35;Lavia
24353;Fu Iisko Ida-Eveliina Puura;60;Auvokatu 48A 34;Heinola
15222;Maili Aliise Christin Haarlaa;43;Amitkatu 29A 45;Joutsa
6483;Naomi Mikaelsson Alasimonen;41;Aino-Siskotie 31A 30;Parkano
17108;Jyrki Ariela Alaniemi;65;Vesa-Pekkatie 11V 9;Haapavesi
21969;Xuan Martikkala;36;Viviikkatie 40V 15;Ilmajoki
8939;Jilla Chau Lindroth;64;Alesiakatu 30A 46;Rautjärvi
7270;Eugenie Bart Hoda Artell;46;Baileykatu 45B 17;Äänekoski
12101;Riitta-Liisa Soran Hanna-Reeta Nivanaho;18;Artemkatu 40A 30;Vähäkyrö
24548;Juhanni Daavid Nestor Ilmanen;29;Nicolastie 13N 4;Kuopio
15068;Juhontytär Saiid Ari-Petteri Fomkin;29;Kastanjakatu 19K 48;Korkeakoski
1521;Uma Tuomisaari;63;Orvartie 28O 8;Hämeenlinna
14970;Merisa Katina Annevi Juho-Eemil Raja;45;Nea-Sofiakatu 4N 31;Ypäjä
3307;Eleonora Viacheslav Neittamo;48;Jekaterinatie 14J 19;Ii
1697;Aino-Inkeri Shabani;54;Tuiketie 41T 33;Ruovesi
22155;Erla Athina Jeena Wenzel Stormi;58;Rorytie 37R 35;Espoo
7801;Tuija Aarnikko;58;Manjakatu 15M 17;Alastaro
14356;Kweku Tuuli-Mari Heta-Liisa Siltari;20;Myrskytie 18M 24;Kirkkonummi
11266;Kaleva Glumerus;53;Hans-Henrikkatu 21H 9;Isokyrö
13948;Abdiweli Wangui Strandberg;56;Hanne-Maariatie 35H 15;Heinola
7392;Gitte Onnimanni Eden Eestilä;64;Marja-Kaarinatie 26M 6;Ruukki
5062;Märit Hilla-Mari Suopelto;28;Mariaanakatu 18M 35;Nykarleby
8985;Veeli Elvin Vennu Kanko;22;Pomeliinakatu 35P 40;Pomarkku
17825;Leena-Marja Peitsa India Tyynismaa;62;Ilijakatu 25I 42;Outokumpu
21672;Chi Meeri Anne-Kristiina Sjövall;33;Yukikatu 41Y 8;Masku
21643;Lauri Misella Jaana-Marja Eeva-Liina Lyly-Yrjänäinen;27;Lassekatu 8L 7;Nastola
28033;Vasily Kaisa-Elina Andy Ouvinen;53;Tuula-Kaarinatie 7T 15;Vaasa
17515;Matleena Tempo Ruoste;59;Abidkatu 6A 31;Viitasaari
1020;Vicktoria Caro Vihtari;59;Else-Maikatu 27E 27;Teisko
27457;Milton Antikka;58;Kaisaliisatie 19K 3;Laitila
4693;Hannelore Beni Karttiala;40;Ugurtie 9U 4;Rääkkylä
2622;Velmeri Kathrine Jaron Lakso;49;Catherinatie 1C 39;Kitee
26149;Iivo Nathan Rapanen;27;Ariellekatu 22A 12;Isokyrö
16793;Villehad Silvo Riitta-Maija Ohls;20;Nina-Maritie 34N 43;Översundom
9647;Ike Jari-Markus Sinaida Bogdanov;62;Amantie 35A 38;Koski Tl
18086;Nana Ilmari Meta Petäjäjärvi;29;Miitukatu 34M 21;Vähäkyrö
432;Shukrije Ala Helmut Mether;49;Timo-Veikkokatu 35T 10;Kellokoski
6371;Savanna Lyydi Piotr Kantinkoski;47;Eeva-Leenakatu 2E 11;Rantasalmi
19722;Christophe Lars-Peter Hanhivaara;48;Riitutie 23R 48;Oripää
15866;Rose Anki Hakasalo;32;Gun-Mariekatu 44G 32;Jämsänkoski
5931;Omed Korri;36;Einikkikatu 8E 23;Seinäjoki
12512;Phu Sven-Olof Aleksey Ravea;62;Antoninkatu 21A 14;Virolahti
1027;Eléonore Meritta Tuurinkoski;58;Hamdikatu 14H 18;Eckerö
27722;Eini Haji Jalasmäki;38;Saidikatu 31S 43;Ylistaro
17617;Senobia Jurkka Liisa-Lotta Poltinoja;43;Edwinkatu 40E 29;Kälviä
13680;Majid Lotta-Riina Satukangas;47;Nargestie 4N 29;Alastaro
6575;Anna-Sara Atte-Pekka Erita Melek Anglé;28;Miitreikatu 44M 10;Valkeakoski
29791;Nici Anna-Riitta Linnéa Masalin;21;Sankatu 14S 19;Ylöjärvi
24669;Kristine Marjo-Hannele Esanpoika Arpala;31;Safinatie 34S 2;Kankaanpää
28293;Soraja Tuomi Siv-Britt Anisimaa;57;Abdulgadirtie 22A 31;Lappi
11124;Hélène Evind Hack;30;Raafaelkatu 15R 16;Jomala
16102;Ammi Jyri-Matti Filppula;50;Puttekatu 40P 15;Viitasaari
17051;Eskil Winston Haanperä;22;Mari-Leenatie 46M 45;Kaustinen
2499;Meeri Ellimaria Aliza Peiju;47;Vilkaskatu 10V 30;Juva
22137;Anna-Johanna Pascal Kuoppakangas;65;Mariikatu 14M 15;Kangasala
10123;Iisakki Jutta Toivi Salmiranta;47;Evgeniatie 3E 3;Mouhijärvi
18850;Edson Kuuskeri;44;Zeinabtie 27Z 33;Vihanti
3679;Jiro Liimakka;58;Rosamariatie 30R 9;Ingå
26792;Isa Erja-Liisa Lejonqvist;54;Siiritie 15S 10;Ristiina
29303;Mukhtar Bernice Sari-Johanna Suvi-Maria Pulska;60;Jochentie 32J 12;Lappajärvi
3419;Rasim Mönkkönen;53;Anneletie 44A 40;Muuruvesi
11283;Cedrik Urho Ronda Kehä;42;Mirikatu 29M 3;Ylistaro
2439;Teno Anatolij Piiponniemi;28;Jenni-Emiliakatu 34J 42;Jalasjärvi
1929;Jabbar Elwin Kaakkuriniemi;62;Safiratie 13S 26;Haukipudas
15085;Robinson Chun Nhi Hede;32;Janetkatu 2J 14;Mikkelin Maalaiskunta
6775;Sini-Tuulia Marisol Anni-Emilia Ylämäki;33;Liisa-Maariatie 42L 33;Tarvasjoki
12569;Aya Elmira Nelin;66;Brettkatu 26B 30;Karkku
335;Ekrem Adan Putkiranta;45;Fenixkatu 38F 4;Karvia
29935;Henrinpoika Kaius Nea-Sofia Börman;45;Biancakatu 29B 29;Kaavi
18408;Anuliisa Hannemari Junnonen;56;Rekotie 50R 10;Vårdö
10161;Olli-Jukka Aro Mildrid Friari;39;Aminakatu 6A 28;Harjavalta
9316;Janka Andrea Emma-Liina Hiekkamäki;50;Leontinatie 43L 1;Föglö
6519;Juri Hannu Jyrkönen;31;Jonttukatu 9J 2;Kauhava
24028;Mihailovna Alwin Tirkkonen;39;Medinakatu 2M 13;Joensuu
29739;Aulona Alppiranta;44;Leonhardkatu 36L 9;Pöytyä
4603;Marvin Pojanluoma;52;Anniinatie 14A 8;Marttila
7639;Seikko Eveline Kylämäki;39;Nelatie 34N 41;Varkaus
19115;Aapraham Nooke Väinämö;57;Meirakatu 37M 21;Vesanto
3626;Edison Irri;57;Heinzkatu 13H 13;Veteli
21736;Ninetta Sharif Vaarakallio;18;Udokatu 49U 43;Muhos
12708;Ida-Julia Reimo Helmiida Simoinen;42;Matintytärtie 40M 21;Outokumpu
3993;Terno Joopi Ferenc Prihti;55;Sinaidatie 20S 1;Keikyä
4659;Alberta Hedi Cook;48;Bekirkatu 14B 29;Lohtaja
6865;Otto-Eemeli Vilhelmi Akseli Palm;34;Eva-Christinakatu 40E 48;Lappträsk
20127;Ville-Veikka Karina Aake Artin Kitusuo;43;Sadekatu 38S 35;Nurmijärvi
12874;Ea Sharif Prest;57;Liliantie 2L 27;Mäntyharju
9385;Bjørn Neo Aino-Sofia Ivan Routa;36;Kofitie 27K 29;Koria
6015;Vieno Eirin Hilpi Rinnekangas;63;Artetie 40A 16;Raisio
11001;Gullan Maks Marla Renny Vaetoja;66;Diemtie 8D 4;Ähtäri
25815;Utu Xiang Clifford Bragge;67;Caiuskatu 16C 49;Kaskinen
11649;Esbjörn Lalla Jakala;48;Roxannetie 12R 46;Sastamala
29763;Claudia Rantalankila;32;Roopertkatu 13R 43;Mynämäki
20856;Besart Apollo Kurila;27;Maarittie 7M 43;Sastamala
3530;Minnakaisa Aryan Törngren;39;Hajitie 41H 35;Pornainen
15190;Vihtori Aku-Petteri Leimu;33;Angeleskatu 17A 30;Hammarland
13205;Maruska Elle Hidén;52;Marjo-Kaisatie 6M 40;Vehkalahti
27838;Dong Katja-Marika Rinta-Opas;36;Timeakatu 21T 28;Nivala
26080;Mahmoud Vähäsantanen;36;Mikkitie 8M 4;Kauhava
15663;Reina Harttimo;55;Wesleytie 50W 8;Jalasjärvi
9136;Arif Satu-Maaret Filppa;46;Antoinekatu 50A 36;Kylmäkoski
7144;Bertha Ann-Cristin Anssi Drifell;41;Rickykatu 12R 10;Liminka
10900;Juho-Veikko Munira Pipariina Winberg;63;Julijatie 5J 21;Kemi
3693;Mauricio Joukonpoika Izabela Pirnes;30;Binkatu 4B 33;Iisalmi
21538;Arijoutsi Färlin;19;Alexikatu 11A 9;Kokemäki
3409;Emine Repe Rummukainen;29;Liisikatu 17L 20;Virrat
20631;Exenia Towe Bremer;42;Rebecatie 4R 48;Vanhakylä
18337;Eeti Bernt Misael Kukkamo;60;Renekatu 16R 40;Pomarkku
8761;Pinja Dat Nuto;23;Mahadtie 36M 18;Pornainen
8103;Olessia A Jani-Mikael Jaarinen;24;Juha-Mattikatu 5J 41;Juva
12643;Masoud Ghita Sergei Alakomi;65;Paul-Eriktie 9P 31;Vesanto
19691;Senni Sulevi Sirviö;61;Fanny-Mariakatu 7F 17;Espoo
29125;Janne-Petteri Amor Faris Ylikylä;49;Mushtakkatu 11M 9;Pori
29383;Molly Vanhahonko;39;Suzantie 9S 31;Vihti
26791;Jeremias Ramazan Lejla Abdulla;57;Jerkokatu 31J 8;Oulunsalo
16783;Kullervo Marcello Jertta Landgren;49;Eltonkatu 7E 27;Bennäs
13753;Rayaan Ariel Nippula;48;Geronimotie 48G 30;Kiiminki
25279;Mi Jonttu Yaw Paavilainen;49;Eleakatu 7E 21;Kerimäki
16743;Aivi Anatoly Kamppuri;18;Jan-Mikaelkatu 13J 42;Muurame
832;Mustapha Urpiola;52;Maiju-Liisatie 3M 10;Nurmo
25521;Péter Seija-Sisko Antti-Veikko Filipe Uura;52;Heriberttie 8H 47;Helsinki
7120;Lotta-Leena Seiteri;24;Mustafakatu 46M 23;Lappi
29864;Tini Olof Patoranta;22;Britakatu 44B 25;Mäntyharju
4828;Saritta Hanna-Katri Patrikki Oivaranta;53;Kaisu-Leenakatu 36K 0;Ingå
17757;Ilari Kelppe;29;Josefkatu 16J 25;Parikkala
13233;Sanna-Riina Riita Rolf-Erik Soiniitty;18;Carolinatie 49C 1;Orimattila
21167;Jakob Ebenezer Aspegrén;56;Wangarikatu 36W 7;Geta
2443;Carla Mikke Unelma Bränn;44;Giovannikatu 25G 15;Tuusniemi
1264;Kari-Jussi Tiiti Mari-Sanna Poropudas;49;Heleenatie 23H 23;Siuntio
8551;Nehemias Otto-Eemeli Jouha;43;Mirvatie 50M 26;Kaustinen
12157;Pipariina Eiri Linda-Sofia Petersdotter Launis;44;Murieltie 41M 44;Karijoki
7433;Carl Kaneli Bär;29;Florenciatie 30F 11;Tarvasjoki
18013;Mauritz Yusuf Ragnvald Nokia;58;Maximtie 24M 20;Viitasaari
13485;Eeva-Helena Havuluoto;26;Marie-Charlottekatu 28M 1;Asikkala
4481;Venneri Bart Anne-Riitta Urpela;27;Riikka-Leenatie 34R 46;Evijärvi
29142;Raini Fredric Juuliska Ylä-Vannesluoma;44;Gaelkatu 49G 49;Hausjärvi
4444;Aren Freddie Eva-Maria Karstunen;37;Ainokatu 41A 19;Hattula
10729;Anthea Hani Pirttimäki;27;Kidetie 17K 39;Valkeakoski
12747;Aamos Mirkka Ville-Eemeli O'Connell;36;Jani-Mattitie 43J 19;Petäjävesi
632;Eddi Younes Emma-Sofia Peuralahti;27;Sanni-Sofiatie 14S 14;Mariehamn
29085;Katrine Mursula;66;Mariennakatu 44M 16;Kuorevesi
6225;Cristel Tudor Clary-Ann Tarmo;38;Emmalottakatu 28E 44;Siltakylä
25807;Petu Tiitta Elouise Tarmo;46;Iida-Mariakatu 22I 37;Kokemäki
23192;Agneetta Achilles Amir Rönnblad;43;Jaana-Maritie 28J 22;Vimpeli
10560;Marjan Liis Pylsy;50;Liliyakatu 13L 47;Vesanto
24443;Sakri Illuusia Abed Mariia Soininvaara;26;Lembittie 47L 34;Lappeenranta
26756;Tommi Nima Kastikainen;30;Muzaffertie 36M 13;Naantali
24454;Jenny-Sofia Ailio;58;Larissatie 16L 46;Ylistaro
6024;Agnieszka Klaus-Erik Sillankorva;64;Haraldtie 19H 18;Seinäjoki
15265;Kirsi-Marika Tulikki Huda Alakontiola;21;Janettkatu 41J 16;Hauho
13840;Rodrigo Lintermo;21;Emrantie 23E 1;Ingå
8320;Teresita Enja Lotta-Liina Teerijoki;67;Mártonkatu 25M 47;Mänttä
17017;Reetta-Leena Jarek Stevenson;27;Ambrosiakatu 20A 37;Kokkola
4865;Viivia Paalavuo;40;Mowlidkatu 49M 13;Taivassalo
26551;Aili Loreta Ruohola;38;Ulla-Maykatu 48U 9;Korsholm
8042;Pomeliina Kaisamaija Sankari Nurmivuori;64;Frithiofkatu 4F 34;Nurmijärvi
23044;Harding Nikolaevna Kreivi;46;Pellatie 36P 45;Uusikaupunki
22895;Havin Suvio;56;Tomertie 31T 23;Dragsfjärd
7920;Akira Adeleine Agnetha Savilaakso;43;Mariitie 33M 13;Lemi
18740;Volmari Outi-Maaria Joni-Mikael Akinpoika Yli-Teevahainen;48;Lianakatu 37L 3;Lohja
28070;Valerija Joeliina Haapatalo;53;Veelakatu 44V 23;Laukaa
12351;Anni-Ilona Kylmäkoski;19;Shahadtie 28S 36;Loviisa
4073;Helmi-Lilja Eduard Mether;35;Agnetekatu 50A 11;Översundom
9206;Farina Fedor Annuli Klankki;36;Zeinabkatu 45Z 18;Raahe
29219;Anna-Kajsa Abdirahman Nils-Johan Kuivinen;24;Ellistie 22E 22;Köyliö
13494;Elli-Marja Jiang;56;Kadirkatu 10K 1;Kälviä
9156;Senita Margaret Rachelle Kanninen;60;Sanna-Reettatie 6S 9;Ödkarby
28174;Opri Cihan Kaisu-Liisa Alkula;39;Farhiyatie 46F 44;Rautalampi
23790;Love Uoti Uljonen;47;Mariamtie 46M 49;Petäjävesi
4214;Kare Siniaalto;65;Ivytie 41I 26;Lemi
2997;Monika Aato Mylläri;33;Beeakatu 16B 39;Vårdö
21434;Terho Elwira Rai Kärki;27;Lovakatu 29L 38;Hankasalmi
2950;Lena Marjo Meh Iouri Valorinta;35;Ranetie 22R 20;Uusikaupunki
10183;Aku-Pekka Martinpoika Eeva-Lotta Vänskä;32;Meriittakatu 25M 30;Pyhtää
8167;Henrita Aziz Minea Ali-Kovero;20;Airitie 40A 6;Espoo
90;Betina Simeoni Riihikoski;40;Andreeatie 24A 16;Aura
27272;Gino Clare Mira-Maria Aallonranta;50;Santerikatu 7S 26;Pedersöre
13038;Jari-Mikko Vita Kynkäänniemi;42;Folkerntie 33F 21;Larsmo
11161;Sena Islam Molla Karsikko;65;Annileenakatu 5A 28;Gladas
4843;Yu Timo-Veikko Amiel Käyhty;43;Valletie 40V 5;Polvijärvi
18240;Gleb Iko Taurula;42;Silvakatu 20S 29;Ylivieska
29953;Gilda Aino-Sofia Talola;52;Emilikatu 1E 38;Nokia
29239;Sofija Mehran Miira Erkkilä;26;Immokatu 46I 43;Oulujoki
26646;Lusia Vellu Sahar Silenius;18;Tepontytärkatu 35T 14;Ypäjä
4050;Einojuhani Evind Ainamo;45;Vinsenttikatu 31V 0;Hankasalmi
11610;Matt Kasim Erkintytär Lairolahti;63;Natalikatu 43N 40;Sipoo
26675;Saeed Näkki;43;Maijukatu 27M 37;Nivala
29677;Eeronpoika Jermoranta;45;Agafiakatu 14A 48;Lappeenranta
11184;Tabita John-Eric Francisco Salutskij;66;Aagetie 20A 49;Nurmijärvi
22927;Elmo Tito Vilkki;27;Nadatie 21N 13;Kouvola
9201;Juno Ville-Sakari Simone Laskujärvi;44;Severinatie 43S 12;Vihanti
24988;Wen Atte-Pekka Kontuniemi;25;Gerlikatu 38G 20;Kangasniemi
14112;Aija Leidén;22;Akinpoikatie 3A 24;Orimattila
22065;Santiago Dinh Kauranen;41;Vilhelmtie 18V 49;Ruotsinpyhtää
29296;Kostian Nasrin Neva Niukkala;26;Enni-Maijatie 3E 34;Haukipudas
6716;Rika Jared Raiko Rokkila;31;Meerikakatu 32M 32;Riihimäki
4033;Touko Satela;40;Melisekatu 41M 36;Nurmo
17541;Mailis Hassan Guldén;44;Sisko-Helenatie 14S 28;Kausala
8641;Sarra Louna Börjesson Löfdahl;41;Ayseltie 10A 48;Närpes
13960;Repekka Petronella Aino-Kaisa Vanilia Kuhno;19;Danilakatu 48D 13;Kiiminki
2356;Olive Henna-Leena Vesanto;29;Luankatu 6L 4;Savitaipale
29248;Sirkku-Liisa Ilona Karpio;19;Decirekatu 37D 15;Forssa
445;Brita-Liisa Simo-Matti Karro;41;Ulla-Majkatu 39U 19;Himanka
14294;Samir Ville-Veli Viktor Christos Carp;49;Arto-Pekkatie 11A 15;Suonenjoki
27341;Hanna-Maaria Munir Ahtee;58;Neemakatu 50N 24;Ylistaro
19614;Vendla Rosalin Mariitta Liang Luoto;40;Helmakatu 1H 4;Ekenäs
25771;Taru Aram Leon Salokannas;64;Yrsakatu 44Y 7;Vuolijoki
18704;Else-Maj Fardowsa Törnström;51;Carolkatu 23C 46;Somero
21074;Liisa-Mari Atlanta Kaatonen;33;Ann-Charlottatie 7A 44;Parkano
13289;Priska Mannonen;43;Gregorikatu 20G 31;Perniö
21229;Weikka Serko Birger Sheikh Musse;65;Rainekatu 34R 19;Nokia
28913;Rosella Jortama;19;Jahvettikatu 28J 29;Kaskinen
23998;Pirjo-Liisa Pirilä;42;Xiutie 6X 24;Mikkeli
21700;Alieu Tiffany Aras Mona-Liisa Voudinmäki;51;Ljubakatu 21L 21;Viitasaari
9954;Hans-Erik Laetitia Karlo Kontiola;27;Sinivuokkotie 48S 8;Töysä
11513;Mulki Maurice Koljander;50;Giorgiotie 44G 0;Isokyrö
3859;Iia Grigorjevna Meisalmi;22;Kanelikatu 34K 11;Suonenjoki
5581;Phoenix Myrtel Habiba Tammikivi;53;Lotie 48L 9;Savonlinna
23950;Hiski Andriy Paananen;48;Allikatu 45A 11;Muhos
2871;Sorja Myllyntaus;23;Isatoukatu 50I 26;Kivistö
19201;Minna-Mari Mario Mesiä;60;Avellatie 12A 4;Askola
27409;Anu Erhard Miihkali Reijomaa;30;Maaritatie 44M 18;Suonenjoki
25576;Sanna-Elina Prauda;59;Kukka-Maariatie 3K 10;Hämeenkoski
28939;Annalotta Kadenius;63;Kirsti-Kaarinatie 35K 24;Rautjärvi
17803;Fathi Seponpoika Melike Tarujärvi;42;Leif-Johankatu 10L 32;Dragsfjärd
5744;Panu-Petteri Nowak;62;Sixtentie 37S 32;Elimäki
8456;Iisakki Knutsson Lomu;25;Saara-Sofiatie 3S 13;Naantali
26133;Janetta Aliise Urho Ala-Mattinen;49;Titta-Riinakatu 39T 23;Pöytyä
15448;Ardita Raika Ala-Reinikka;45;Ciaratie 23C 3;Äänekoski
12597;Cihan Mirigli Vakkari;32;Aijukatu 14A 34;Nurmijärvi
22205;Tone Eeva-Johanna Rowan Klemettilä;45;Varvaratie 16V 24;Toijala
18036;Henrik Ida-Marie Augusta Lorenz Hopea;64;Elli-Noorakatu 46E 12;Taavetti
4916;Ulf Isabela Käpylä;49;Hanna-Leakatu 1H 16;Karlby
16567;Safira Villehad Alén;66;Sten-Olofkatu 49S 34;Kausala
23321;Sirkku Kalla Hanne-Maaria Wihinen;19;Leonorkatu 31L 36;Turenki
6766;Anna-Erika Kaspian Niininen;32;Teelatie 27T 7;Vihanti
12173;Unikko Keski-Vakkuri;18;Sari-Liisatie 14S 33;Geta
11852;Ariadne Erja Ruostila;52;Hans-Görantie 11H 17;Askola
6777;Sannaliisa Jack Oline Vihtiälä;60;Villatie 19V 24;Nummela
16688;Georgios Rocco Antti-Sakari Ojennus;39;Mertzikatu 11M 41;Joutsa
22328;Eikka Margita Ville-Petteri Teponoja;51;Jesperitie 16J 13;Korkeakoski
9566;Sara-Tuuli Emelia Myllyharju;48;Célinetie 6C 31;Evijärvi
24258;Birgitt Leonhard Honkavaara;22;Abdirisaqkatu 12A 27;Vehkalahti
793;Aleksey Bertina Uuro;18;Sarleenatie 20S 5;Reisjärvi
18081;Jelizaveta Rinja Katharine Eero-Pekka Ijäs;22;Floydkatu 20F 40;Keuruu
1566;Martti Miro-Petteri Milea Kova;65;Selinatie 37S 20;Luvia
5913;Pirjo-Helena Leo-Matti Uomala;67;Vladimirovnakatu 38V 39;Vantaa
28969;Arviiti Quynh Damén;55;Meelistie 19M 17;Marttila
24612;Santeri Peppilotta Tuominen;28;Lioubovkatu 22L 27;Teuva
9976;Ville-Aleksi Alliina Päkki;44;Tiiamariatie 35T 23;Pukkila
10606;Pia-Pauliina Louice Korpiranta;40;Samiirakatu 39S 27;Hämeenlinna
11611;Abdelkader Rahma Santalahti;32;Martta-Liisatie 29M 48;Heinola
18782;Sella Hannela;59;Elli-Noorakatu 31E 18;Ekenäs
7472;Zakariya Toivanen;61;Eino-Veikkotie 19E 5;Kurikka
1395;Kaapro Madeline Kirstin Taunonpoika Katvala;47;Sofiellatie 17S 43;Hailuoto
20984;Sini-Vuokko Natja Osolanus;62;Per-Erikkatu 8P 49;Seinäjoki
7352;Valentinovna Art Canan Ahmad;47;Áiletie 32Á 24;Jämsä
15576;Arkan Petriina Tor-Björn Stadius;25;Tahartie 21T 15;Luumäki
18628;Anceliga Alevtina Jayden Ahomaa;27;Sikketie 3S 29;Enonkoski
8221;Marko-Petteri Eetu-Ville May-Britt Hakan Maaronen;25;Tarutie 6T 2;Kemi
3546;Moustafa Miko-Matias Jalmari Koivumaanaho;58;Thytie 37T 26;Alastaro
20531;Atte-Pekka Ellamari Veppling;39;Miisa-Mariakatu 27M 13;Kuorevesi
5461;Ilo Piret Jalna Anna-Carin Hietakangas;32;Raikatie 8R 39;Kuorevesi
6164;Wilho Jennamiia Viktorovna Markus Koskialho;52;Kanervatie 29K 18;Dragsfjärd
24243;Tiia Kroksjö;37;Hanne-Mariakatu 47H 9;Pornainen
29971;Siim Guadalupe Vuorinen;42;Arantie 44A 29;Hamina
26449;Aya Joyce Hussein;37;Mailikkitie 42M 41;Ruukki
26944;Hisham Hauvala;49;Lucianokatu 36L 7;Himanka
7;Tomi Saara Jawad Launiala;34;Olavtie 45O 10;Nummi
25170;Flora Willi Huhtamaa;47;Aurakatu 43A 45;Myrskylä
